event_name,category,category_id,description,
Love and Relationship Conference,Love & Relationships,16,"Revelation Revolution Movement present Love and Relationship Conference , Professional Guest speakers. Please be there. About Organizer: REVELATION REVOLUTION MOVEMENT We are a non profit, non denominational and multiracial movement that operates in love with the aim of empowering every person with the revealed knowledge of truth and divine principles through the",
Heal your relationship with Money,Love & Relationships,16,"Can you be spiritual and still live a life full of abundance? Of course! The problem is, many people have a toxic relationship with abundance. And one of the ways we see this is in our relationship with money. Nobody was sent to earth to suffer -- and money is a very useful tool here on Earth to alleviate suffering -- for yourself and other people. You can live the life of abundance you were born to -- if you heal your relationship with money. See what previous participants have to say about the course.",
Love Relationship Constellations with Tanja Meyburgh,Love & Relationships,16,"Johannesburg: Love Relationship Constellations This Open Training module will be of interest to anyone who is in a relationship, not in a relationship, longing for relationship, or is getting over a past relationship. In fact, anyone who comes from the union of two people in whichever way it played itself out � which is all of us. The couple is the foundation of the family, and therefore at the centre of what works and does not work in family systems. Using the Family Constellations approach, we will look at the various questions and themes relating to Men, Women and Love Relationships that are present and emerging in the group as well as learn some general principles that help love to flow and flourish in relationships. The two days will be primarily experiential and involve learning through doing constellations, representing in constellations, and learning through questions and answers. The intended learning outcomes of this open training module are: - an embodied experience of the trans-generational and systemic influences in the couple relationship through constellations. - tools for working within one�s own relationships and within professional relationship therapy and coaching. - an understanding of systemic dynamics impacting couple relationships such as: - an equal balance of giving and taking - falling in love, marriage, children or no children, separation - the position we hold towards the partner�s parents - what men and women do to support or entangle relationships - the influence of previous partners and marriages - what is priority for the couple and each system involved systemic origins of conflict - bonding and developing intimacy while still remaining free to develop and evolve - when the one partner is bonded elsewhere or not fully present roles that partners play that entangle love - separating in a way that supports the children and/or the next relationship - possible systemic repercussions for the children of unresolved couple dynamics and break-ups Individuals: R2800 Couple in a relationship: Reduced price now R4500 Please bring lunch to share. Tea, Coffee and biscuits will be provided. Facilitator: Tanja Meyburgh Information and online booking via our website: www.africanconstellations.co.za",
Love & relationship with Swami Prabodh Chaithanya,Love & Relationships,16,"Swami Prabodh Chaithanya vil holde foredrag om k�rlighed og relationer. Med sin s�dvanlige humor og smittende gl�de vil Swami invitere os til en snak om k�rlighed og relationer set ud fra yogaens perspektiv og hans livserfaring. Der bliver igen en smuk guidet meditation at g� hjem p�. Kom og nyd en afslappende l�rdag aften hos Hot Yoga Denmark. Lidt om Swami: Swami Prabodh Chaitanya is a Yoga-Vedanta Scholar who also holds a Masters Degree in English literature, besides his traditional studies in Sanskrit under his teacher H.H Swami Bodhananda Saraswathi of the Chinmaya Mission. He also took his Bramacharya initiation from H.H Swami Chinmayanandaji, the founder of Chinmaya Mission. After his initiation Prabodh Chaithanya furthered his studies of the Upanishads, Bhagavad Gita and Brahmasutra (aphorisms) under the guidance of H.H Swami Dayananada Saraswathi of Arsha Vidya Gurukulam",
100% - Social Relationship Mastery,Love & Relationships,16,"Fabi und Johanens laden dich ein 4 Stunden 100% zu geben und auf dich auf eine Reise zu dir selbst zu begebenIn unserem 100% - Social Relationship Mastery erlebst du eine tiefe Ver�nderung Was du lernst: - Wie du mehr innere Ruhe in dir sp�rst und ausstrahlst- Wie du in weniger als 60 Sekunden eine Tiefe Beziehung zu deinem Gegen�ber aufbaust- Wie du dich gegenseitig unterst�tztWie: Wir geben dir den Raum, dass du dich mit dir selbst verbinden kannstvon Herzen freuen wir uns auf dich!Fabian & Johannes",
Empower your Relationship,Love & Relationships,16,"You can feel lonely even among a hundred people. ?We live in the most technologically connected period, and yet we are lonelier than ever. Feeling lonely is not something wrong. But when it is treated as a taboo or as something ""not supposed to feel"", then it generates more negative feelings, such as shame, guilt, which result to less self-confidence and more self-defeating beliefs and behaviors, and hence more loneliness (vicious circle). ?Let's change that. This workshop will give you the useful insights and the mental tools you need in order to understand and defeat loneliness. In this workshop, you will learn how to: -identify feelings of loneliness and find their cause -not judge yourself for feeling different than others -build a sense of belonging and acceptance -become your own closest friend and connect with others in a more deep and authentic way -increase your resilience and your self-compassion -turn your emotional wounds into strengths But not only that! -You will gain back your confidence and enjoy more your social life but also you won't be afraid of your alone time!LIMITED PLACES AVAILABLE - REGISTER NOW",
CS:GO Tournament 2018 - PPGL,Games,10,..About Organizer:.PPG Lounge is a next generation gaming Lounge in Bhopal..#PLAYSTAION 4.#XBOX ONE.#GAMING THEATER,
CS 1.6 Competition,Games,10,"..About Organizer:.TripleS Gaming is a centralized gaming platform for holding eSports competitions. We hold Counter-Strike, FIFA and other gaming competitions.",
Dream Team CS:GO Tryouts,Games,10,"What is Dream Team ?.An esports team which is based from Gujarat...Why Dream Team name ?.We find attractive and one of our team member suggested it...Games to be included ?.Right now, we're conducting CS:GO Tryouts. After this game, we'll move to another games...How to enter?.Fill the form as soon as possible and our team will call you...Format?.There will be 5v5 tournament where all the players will be separated into different teams..From the Game-play and another 4 methods, final 12 will be selected...Anyone can take part?.Yes, Anyone from Gujarat can take part into this process. Link is already given. Fill the form as soon as possible...Why should I take part?.This is most unique opportunity and first time in Gujarat JOYNNJOY is coming up with Professional Contract in which you'll sign for next 1 year. It'll help you to be a professional player and gain both fame & money on later stages...LIVE LIFE OF AN PROFESSIONAL PLAYER & MAKE GUJARAT PROUD...Let's make Gujarat a new esports hub.",
Loyalty Freeroll (Minimum 50K GTD) Poker Tournament,Games,10,"Play at QUADS Poker Club at least once a week to qualify for a FREEROLL (Minimum 50K GTD) Tourney on Every Sunday...Call 9590984984 for details!..About Organizer:.Poker @ Best in Bangalore. 100% Cash out Guarantee, Daily & Weekly Tournaments, Big Bad Beat Jackpots, Lovely ambiance, Friendly and courteous Staff.",
Tabletop Thursday #95,Games,10,"We're here to show you a whole new world of wonderful board games beyond Monopoly and Scrabble!..You don’t need to have played any board games before - we love introducing people to new ones! We’ll help you pick a game, set up, and explain the rules...You can get straight to manipulating and deceiving your friends, surviving a zombie apocalypse with your SO, or saving the world from deadly diseases and making some friends in the process...Come solo, with a date or in a group - we've got something for everyone!..And this week, we have new games!..Tickets are at Rs 150, which includes 1 drink...Note: Ticketing/cover will be handled at the venue.",
XIV Kids | game | Toys Expo,Games,10,"We are pleased to invite you to the XIV Expo that will take place on 16th � 18th November 2018 at CODISSIA Trade Fair Complex, Coimbatore. XIV Expo consists of 3 concurrent Events viz KidsExpo, Games Expo and Toys Expo.",
Hinghoy Noy :Taboos game center,Games,10,Hinghoy Noy :Taboos game center Hinghoy Noy Organization will be a part of kanthari Fest - SPREAD THE SPICE International festival for social change makers. Come and play with us at Hinghoy Noy Stall.,
Game On (Cyber Area Gaming Tournament),Games,10,Cyber Area hosting our first gaming competition ever with a new experience for the competitors. Winners will walk away with amazing prices and with a mind-blowing experience. The participant will experience a whole new gaming experience which they have never witnessed before. With this tournament as an initial step we are hoping to host more and more gaming competitions not only for console gamers but for PC gamers as well. Noobs Pros and spectators are welcome for this event that will be held on the 20th � 21st of October from 9.30 a.m. onward and you will witness the cutting-edge equipment. Hoping to see you all for a fun weekend sign up for this event with the link given below. Game on. https://goo.gl/forms/vshYQTa52tv6GBDv2,
Girls Just Want To Have Fun,Games,10,"Girls just want to have fun, and there's no better place than The Game Mumbai to let your hair down and have some fun! We have curated some exciting packages to make your visit at #TheGameMumbai one to remember. * ALL DAY PACKAGES (Minimum 15 people) - Rs. 1350++ Weekdays - Rs. 1500++ Weekends Valid All Day Inclusions: - A Game of Bowling - 10 Redemption games - Unlimited Video games for 30 mins - Specially curated food packages starting from Rs. 475++ * HIGH TEA PACKAGE (Everyday 4-7pm, Minimum 15 people) Games + Food - Rs. 900++ for Women - Rs. 1000++ for Women and A Child Inclusions: - Appetizers - Coffee & Tea. - Bowling Alley (5 sets) - Video Games (For 15 mins) For more details call us on 022 67363301 / 302 Remember, #GoPlayGoInsane ?",
Family Convoy Group by Euro Truck Simulator 2 Myanmar,Games,10,"Welcome to Family Convoy Group Event About Organizer: Official online game selling with reasonable price, giveaway, game and esport myanmar update information by herogeneration5. https://www.facebook.com/dota2andsteammyanmar/",
Unity 3d Game Development,Games,10,"Register @ http://bit.ly/2wbbIik Starting Date: 6th October 2018 Course Fee: 15000 PKR Classes: Sat & Sun Time: 3:00PM to 5:00PM Duration: 2 months --------------------------------Course Outline-------------------------------------- 1. Game Development & Getting To know Unity o Unity Interface o Integrating objects into Unity o Prefabs & Components o Textures & Models o Planning your game 2. Understanding Game Space & Scene o Understanding 3-D Space o Manipulation of Objects o Difference between local and global values o Setting up the Camera o Game Light o Shader 3. Scripting in C# o Variables data types and declaration o If & Else Statements o For Loops o Update vs FixedUpdate vs LateUpdate o Unity Classes o Inputs o RayCasting o Animations o Private vs Public o Creating Player Movement 4. Game Physics & AI o Game Physics o Collision and Trigger Detection o Artificial Intelligence what is it? o Applying AI scripts to our enemy prefabs o Managing enemy unity 5. Weapons & Game Life o Creating Weapon prefabs o Weapon Scripts o Shooting & Hitting enemies o Scripting Game Life and Game Over 6. Creating Particle Systems o Particle System o Adding Particle system to Script o Skybox o Environment 7. User Interface o Canvas 8. Finishing Game Content o Adding Audio Manager o Adding Animations o Saving and Loading Game o Optimisation for Tablets & Mobile o Publishing Game Contact: 0322-4400400 Location : Suit# 108 1st Floor Sajjad Center Block H3 Near Expo Center, Johar Town, Lahore",
Boardgames Game Time,Games,10,"Friday, Friyay!!! And even better, it comes with boardgames! ??? This time we will be at PJ, do come earlier to play with us as it's Friday night, secure yourself a seat and a parking place ? Date : 5 Oct 2018 (Friday) Venue: Sugar Rush PJ Time : 7pm onwards Fees : RM 15 (pm us to enjoy member privilege!) What do you need to do? Just bring yourself, or call your friends to come! We have a bunch amazing people coming here just to play boardgames together ? You can bring your fav boardgames too! We'll see you there~ ?",
"Group Game for Everyone: ""Points of You"" with Loreta",Games,10,"Welcome to the world of new methodology �Points of You� We call it �Points of You� a game because when we play, the Game has no winners or losers, but rather stimulates thinking, discussion, and cooperation. The Game consists of 65 cards. Participants select the topic, pick the card and then the curiosity starts. It almost always creates communication and intimacy of rare quality. Whether playing on your own or with others, playing for fun or trying to reach a breakthrough. At the end of the game it makes new, creative ideas for activities and meetings, both social and professional, and turning them into significant, memorable gatherings. At the end of the session you will be: � Inspired and more self confident; � Finding the ways or possibilities to growth; � At the service and connection with others. It takes valuable 90 minutes for your GROW, because during the workshop, we MAKE A PAUSE. The Game fits everyone, it provides insights, motivation and inspiration. And it might change your point of view. Despite her training side she was working for international NGOs, businesses at fintech, Recruitment, creative industry and governmental institutions in the field of education. Loretta likes to write, so she contributed to Nordic Report magazine, lifehack.org, Huffingtonpost.com to name few. Her recent article appeared on bodymindsoul.com.my website, as �One minute healing�. Energy Exchange: Inclusive of snack RM50 per pax (Normal Price) RM40 per pax (Early bird before 5 Oct 2018) About Loreta: ""I help people to unleash their inner self confidence, so they can contribute to others and thrive their life purposefully."" Within organizations: I help to connect processes to people when they are in team, so they can manage their work and be happy in life. An over a decade of experience in public (charity, NGO management), private (fintech, training), governmental (education, legislation) sectors and international environment (representation, hospitality). Communication, leadership and personal effectiveness, team management training solutions and delivery in Lithuania, Latvia, The Nordics, India, Sri Lanka, Germany, Serbia, Croatia, West Bank, Malaysia have been implemented CONTACT TO REGISTER: +603 22022888 or WhatsApp at +6012 986 8346 or email info@thevioletflamekl.com to reserve your spot.",
Game Night!,Games,10,"This Friday, let your gaming fever out! Are you a mastermind of board games? Come and challenge your skills with other players on classic board games like Monopoly, Chess, Dominos, Uno, Jenga, Twister and many more! (Feel free to bring your own!)",
"Toys, Licenses, Kids, Games and Gaming Equipments Fair",Games,10,"International Toys, License & Games Exhibition Toys, Licenses, Kids, Games and Gaming Equipments Fair is a 4 day event being held from 4th October to 7th October 2018 at the Istanbul World Trade Center in Istanbul, Turkey. This event showcases product from Toys & Games industry. This event showcases products like Musical Toys, Computer, Video and Console Games ,Carnival, Sport Materials, Basketball, Tennis, Bowling Tools, Football, Bicycles, Battery Cars, Scooters, Yard Toys and Play Grounds, Arts and crafts etc. in the Toys & Games industry.",
Sweden Game Conference,Games,10,"The Sweden Game Conference, organized by the EUROSIS will take place from 17th October to 19th October 2018 at the Arena Skovde in Sk�vde, Sweden. The conference will cover areas like digital games for entertainment, digital games and advanced simulation tools for education and training and much more.",
Asian Toys and Games Show,Games,10,"Asian Toys and Games Show is a 4 day event being held from 20th October to the 23rd October 2018 at the Hong Kong Convention & Exhibition Centre in Wan Chai, China (Hong Kong S.A.R.). This event showcases product like Die Cast/ Mechanical Toys & Action Figures, Soft Toys & Dolls, Outdoor & Sporting Items, Electronic Toys,Hobbies, Crafts & Games from Sporting Goods, Toys & Games industry.",
Montreal International Game Summit,Games,10,Montreal International Game Summit will bring together hundreds of international experts to one of the largest hubs of video games development in the world so that they can share their knowledge with the local and international developers attending the event.,
Comic Con Russia,Games,10,"Comic Con Russia is a 4 day event being held from 28th September to the 1st October 2017 at the Crocus Expo in Moscow, Russia. This event showcases products like pop culture, based on the format of the legendary American show Comic Con, world premiere of movies, TV series, computer and board games, entertainment literature, and, of course, popular comics, anime and manga etc. in the Sporting Goods, Toys & Games industry.",
"VCON Science Fiction, Fantasy & Games Convention",Games,10,"Promoting the interests of science fiction, fantasy and games culture in Metro Vancouver since 1971 VCON is the oldest volunteer-run general-interest science fiction, fantasy and gaming convention in Canada and the Pacific Northwest. The convention has promoted the interests of science fiction, fantasy and games culture in Metro Vancouver since 1971, offering events, exhibits, presentations, discussions and workshops focused on a variety of Science Fiction and Fantasy fandom interest areas such as literature, art, media, music, costumes, comics, tabletop games, electronic games, etc. VCON's program is wide-ranging and inclusive of all fantastical and speculative fiction genres including hard science, high fantasy, anime, horror, alternate history or paranormal romance. Highlights The British Invasion: A Tribute to Douglas Adams and the British Influences on Sci-Fi and Fantasy Co-Hosting Canvention 38 and the Aurora Awards Cabaret Banquet and Ceremony Costume Contest on Saturday Evening Guest of Honour: Author Charles Stross",
WW1 Heritage Hunt,Games,10,"What is this hunt about? Think you know your history? The colonisations, the world wars? ReReeti and GamiFYI have created a Heritage Hunt linking some of the War Memorials in Namma Bengaluru. Put on your explorer hats and play the Heritage Hunt on the GamiFYI App and discover Bengalurus WW1 memorials through a truly engaging experience at your time and your pace, conveniently. How do you play the hunt? The hunt clues are given on a Mobile App - GamiFYI. A game coupon code will be mailed to everyone who registers for the event. Solve the clues, find the location, perform action, get next clue.. Repeat. History has never been more fun! Who is it for? Built as a game for ages from 15 onwards. Play in teams. A team can have up to 4 people - Come along with a friend or play against your friends - Bring your family, and do a parents vs. kids challenge GamiFYI is India's first ever scavenger hunt on app. Notes A team (up to 4 people) requires only one ticket. FAQs The Heritage Hunt clues are given on a Mobile App - GamiFYI The coupon code to join the quest will be mailed to you 4 - 6 hours prior to the slot you choose. Once you are at the location, open the app, enter the coupon code and get started. Solve the clues, find the location, perform the action, get the next clue and repeat You can play the quest in teams - a team can have up to 4 people. A team of up to 4 people requires only 1 ticket. The Hunt is best carried out in your own vehicles cars, two-wheelers. Some areas have photography prohibitions. Please do not take pictures in those areas. Make sure you are protected against the heat or the rain. Don't forget to have fun! Tag Gamifyi and ReReeti in your social media posts as you play the game and discover the memorials. About the Organizer GamiFYI is still the only App ever to have curated scavenger hunt like discovery games in Bangalore and have also mesmerized London. ReReeti is all things museums! It is one of the very few organisations who work towards making history and heritage fun and engaging for everyone.",
Cubbon GamiFYI'd,Games,10,"What is this quest about? Think you know Cubbon Park? GamiFYI has created a 90-minute Quest in the 100 acres scenic Cubbon Park. Come play the treasure hunt like experience on the GamiFYI App and discover Cubbon through a truly engaging experience at your time and your pace, conveniently. How do you play the quest? The quest clues are given on a Mobile App - GamiFYI. Game password will be mailed to everyone who registers for the event. Solve the clues, find the location, perform action, get next clue.. Repeat. Who is it for? Built as a game for ages between 8-60. Play in teams. A team can have upto 4 people - Come along with a friend or play against your friends - Bring your family, and do a parents vs. kids challenge These sub plots to our larger plot is the reason we have curated this game for Bangalore. GamiFYI is India's first ever scavenger hunt on app. Notes A team (up to 4 people) requires only one ticket.",
Lalbagh GamiFYI'd,Games,10,"This Lalbagh Quest will challenge your spatial awareness, knowledge of fauna in Lalbagh. Our Quests are a series of clues. Complexity, Simplicity could be just a state of mind! Beware, willingness to use some old fashioned asking people around could help you crack the clues much sooner. Solve the clues, find the place, validate, and demonstrate mastery. Soak in fresh air, after all the 'Declared winner' is not the fastest, but the most aware! This self guided discovery experience, will challenge you and your team to work together and see more than you ever thought existed The game routes are specially curated to take you to all the best corners of this ""Heart"" of our Garden City. Sounds interesting, but you want to discover the other heart.. check out our Quest at Cubbon Park",
Authentic Relating Games,Games,10,"Authentic Relating Games Sunday October 14th, 2018 10:30am-1:30pm After a successful launch last month, Authentic Relating Games is back for another round with some new games! Come join a global movement of using vulnerability as a tool for mind-blowing and heart-opening connections with yourself and others. Authentic Relating Games is a series of carefully crafted exercises designed to help make it easier to both know yourself and to express your real self to others. Some of the benefits of Authentic Relating Games include: Learn how to know and to communicate your inner reality better, including your feelings, desires, and boundaries Developing listening and empathy skills (the world needs more of this!) Get to know parts of yourself you weren't even aware of Make great friends and deepen existing ones Personal growth and empowerment Have fun! Please come on time (plan to arrive a little early to sign in) - we want to start punctually at 10:30am so that we have spaciousness of time as we play the games. Tickets: Rs 500 online, Rs 600 at the door For whom: For anyone who wants to have more authentic connections with others and to understand themselves beneath the masks and habitual ways of being. And for those who want to have a good time discovering the magic that comes with taking risks in being real and sharing presence with each other. Age: 18+ Come alone or with a friend or partner. Everyone is welcome. Facilitators: Roy Jacob and Manaali Manoharan About the Facilitators: Roy Jacob grew up as a son of Indian immigrants to the U.S., and returned to his roots in Kerala in 2003. He does organic farming and also facilitates retreats focused on holistic transformation such as the India Youth Jam, Pause, and Reconnect. He has been facilitating Authentic Relating Games in Bangalore, Mumbai, Delhi, and Kerala. He loves jackfruit, frisbee and watching the night sky. Manaali Manoharan is a Counsellor with training in expressive arts therapy. She is a dancer by heart and is currently taking the first few steps towards becoming a free expression artist. Manaali is on a journey to deepen her relationships through expressions of vulnerability and authenticity. She is continually surprised with participants experiences and her own after Authentic Relating Games. How simple games create such realness and meaning. Since 2017, she has co-facillitated three other Authentic Relating Games workshops with Roy in Bangalore and she's excited for new people to experience it!",
Laser Tag - Jaynagar 4th Block,Games,10,"Laser Tag is an exciting, action packed, laser adventure game, played in a dark arena where players wear electronic vests and �tag� each other with �phasers� to score points. The laser-guns use a harmless infra-red beam, similar to a TV remote that tags sensors worn by each player. The harmless infra red guns, built tough, with realistic sound effects, realistic weights and real scopes, THEN WHY SETTLE FOR ANYTHING LESS!!! Everyone in the team participates, range of guns caters for all levels of fitness, each player has a gun and participates. There are sensors on the laser guns and on the front and the back of the headband. Each time the sensor is hit, the gun will register the score.",
Weekend Board Gaming,Games,10,"All you meeples out there eager to scorch the tabletop every Saturday, you need not look or go further. Victory Point in collaboration with Dialogues brings to you Weekend Board Gaming every Saturday. Indulge in your favorite board games, strategize, compete, co-operate and ring in those victory points, all while refreshing yourselves with a wide selection of food and drinks within the comfortable and spacious premises at Dialogues Cafe in Koramangala. Victory Point helps introduce the fascinating world of board games to beginners, as well as provides a platform for regulars and veterans to indulge in its brilliance through events, competitions, board game reviews, playthroughs, unboxing of new games and much more. Victory Point's primary aim is to help propagate board games in Bangalore as well as help board gaming reach more people in the city, making the board gaming community in Bangalore larger. Potential board games to choose from for this event are as below. - Splendor - Codenames - Codenames Pictures - Blood Rage (with Gods Expansion) - Photosynthesis - Inis - Scythe - Terraforming Mars - Merlin - Betrayal at House on the Hill - Civilization: A New Dawn - Avalon - Not Alone - Mascarade - One Night Ultimate Werewolf - Spyfall 1 and 2 - Underlings of the Underwing - Spectre Ops - Captain Sonar - Five Tribes - Istanbul - Coup (Expansion) - Sheriff of Nottingham - Mage Knight - Suburbia - Dixit - Lords of Waterdeep - Concordia The event is newcomer friendly, and the rules are normally explained on the table at the start of the game, unless everyone knows them. VENUE Dialogues Koramangala 41, 100 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034 TIMINGS 3:00 pm to 11:00 pm IST CHARGES Rs. 250 per head, 2 complimentary items (food/drink) included",
Nature Treasure Hunt,Games,10,"Treasure hunts are always fun!! And what better way to spend a Sunday than playing a fun game in nature with our family or friends. Nature Connections presents Natures Treasure Hunt, where you can hunt for a list of things in nature we give you. Everything on the list will explore all our 6 senses of sight, smell, touch, sound, taste and intuition. There is no competition and you can go as slow as a snail or as fast as a leopard. The entire Cubbon park is your playground and you can choose to hunt for them alone or with a family or friend. Get your kids, relatives, friends, neighbours, drivers, house help, pets and anyone you want to have a fun Sunday with. Yes, we all are going to become kids for a couple of hours! Date: 14th October 2018, Sunday Time: 10 am to 12 noon Venue: Cubbon Park, Bangalore For ages 3+ Price: 800 per person or 1500 for a team of 2. Limited seats.",
Tambola with a twist/Housie,Games,10,"Get READYYY for an AMAZING Evening full of FUN . Dialogues JP Nagar invites you to a ""TAMBOLA"" Bring your family and friends and enjoy the GAME to the HILT. Socialise , Eat & Play. Food and Beverages can be ordered DONT THINK & JUST GRAB YOUR Ticket and add ""ZING"" to your evening Play and WIN . Three rounds at just 150/- Limited Seats. All Age Groups are Welcome Dialogues Looks forward to your presence for "" Grand Tambola with a twist"". While playing tambola, you can also enjoy our festival carnival , live nail painting and much more..",
Night of the MAFIAs,Games,10,"What would you do when MAFIAs attack your peaceful village? YESS, we are bringing the super interactive game of MAFIA to you. Play with us in a unique setting to watch the drama unfold and find the mafias before it's too late. This is a unique chance to meet and bond with strangers, whether you're an innocent villager or the cunning mafia killing them off! Don't worry if you have not played, rules will be explained to you. This game is suitable for all poker-faced adults and requires no prior experience. Spend your Friday night solving a unique murder mystery. Includes: - At least 2 x full games of Mafia. - Unique chance to meet new people When: Fri, 5th Oct 7:30 PM - 10:30 PM Where: Enerjuvate, Kormangala About Kloh: Discover local experiences and meet new people who like doing the same things as you on Kloh.",
Escapology The Live Escape Games,Games,10,"Escapology is India's Foremost Live Escape Game Venue!! At Escapology, Players can choose from both internationally themed games as well as games developed on Indian Themes. Escapology is suited for all age groups. It is a fun-filled activity for family, friends and colleagues and even complete strangers to participate in an immersive gaming experience. Escapology offers players different levels of difficulty in all its games. Ward 13 London Calling Monochrome Area 51 (Kids aged below13 years will require adult supervision) All these games are developed by highly skilled developers who ensure that the participants not only experience the thrill and adventure of the game but they do so in a very SAFE and GOOD environment. Event Agenda/Highlights Escapology encourages players to think out of the box and enhance their problem solving skills, team work, team building, team spirit, due to which it is catching popularity not only amongst young adults but also with Corporate. Live escape games can only be played as a team! Players must escape from a locked room or series of rooms by solving the puzzles and cracking riddles. These are time bound games and to succeed all the codes need to be cracked, door unlocked and escape effected by the whole team in just ONE HOUR. Scheduled dates and Booking timing Every Tuesday to Sunday, 11 AM to 8 PM Time limit for each game is 60 mins. Minimum size of the team should be 2 and maximum is 6 Players for each Escape Game.",
"India Rubik's Cube 2k18 Challenge - With Brain Studio,Sreenivasa murthy,Sujana K S",Games,10,"Come together to solve the Rubik's Cube like 3x3x3,2x2x2,4x4x4,Pyraminx & Skewb. We have created a platform for all the Cubers to come together and compete with your skills. Brain Studio is a place where students of all age group come learn, expertise and improve their skills on a ongoing process. This event is the 5th consecutive year conducting competitions on Rubik's cube on the eve of Independence Day.",
Rang De Treasure Hunt,Games,10,"Here's your chance to be a part of something super exciting - A treasure hunt! 5 clues and 1 hidden treasure. We promise this will make your Saturday worthwhile. We are organizing a treasure hunt for all you folks. The proceeds from the event will go towards lighting up the homes of rural communities. So, gear up to have fun and support a cause with family and friends. Date: 18th August 2018 Time: 11 AM Place: Enerjuvate Cafe, Jayanagar Ticket Cost: Rs.500/- per ticket (allows a group of 2-3)",
Foosball Tournament : Sept. Edition,Games,10,"Introducing FOOSBALL Tournament at Barebones this Thursday. Calling all the Foosball Champs to play in this tournament. Play against other Foosball champs and redeem yourself in the game of kicks. After all, a little competition never hurt anybody! Remember to bring a partner or just find your foosball-soulmate here. - All rounds will be elimination rounds. The first two elimination rounds are 4 mins each. - Goodies to the Foosball Champions and runners-up :) See you at the games! When: Thurs, 6th Sept @ 8 pm - 11 pm Where: Barebones, Indiranagar Price: Rs. 199 [Rs. 100 redeemable| Bill Rs. 200] Join our Foosball Group for faster updates:- https://chat.whatsapp.com/3lDmOzAGFVuHyEg7cFewhT About Kloh: Discover local experiences and meet new people who like doing same things as you on Kloh.",
Tabletop Thursday #96 | Board-game Night,Games,10,"We're here to show you a whole new world of wonderful board games beyond Monopoly and Scrabble! You don�t need to have played any board games before - we love introducing people to new ones! We�ll help you pick a game, set up, and explain the rules. You can get straight to manipulating and deceiving your friends, surviving a zombie apocalypse with your SO, or saving the world from deadly diseases and making some friends in the process. Come solo, with a date or in a group - we've got something for everyone! And this week, we have new games! Tickets are at Rs 150, which includes 1 drink. Note: Ticketing/cover will be handled at the venue. Time : 7pm to 10pm Venue : Lahe Lahe Santhe (Ground Floor)",
Zumba fitness class in Malleswaram,Dance,27,About Organizer: Strong by ZUMBA! SUPER power pack energetic fun filled class. Join the zumparty!! http://www.zumbawithmanoranjini.com,
Be BUCK,Dance,27,"What's Buck everyone!  We are coming with a national Krump event called ""BE BUCK"" with the motive is to gather dancers from all over India and to contribute to this culture. We'll start announcing all the details of workshops and battle soon ...Workshop- 7/Sep/2018 details ?  :..Hectik - Krump.Sandy Rai - Hip Hop.Fee :.Early bird - 999/- For whole session and 700/- for single session.After 10 August 2018 you'll have to pay 1500/- for whole session and 999/- for single session..For early bird registration  - whatsapp Your name on 8718057822..Venue - Gandhi Bhawan near polytechnic square, Bhopal, Madhya Pradesh...Time - 12:00 pm sharp....Battle - 8/Sep/2018 , details ?..Battle categories :.1 ON 1 KRUMP.1 ON 1 REP YOUR STYLE.7 TO SMOKE KRUMP (invitational)..Krump judge - Hectik aka Shubhankar gawade (Famous crew)..Rep your Style judge - Sandy Rai..Emcee - disclosed soon..Dj - disclosed soon..Participation fee - 350/- only.Viewers - 150/-..Winning prize -.1 ON 1 KRUMP - title + 7K cash.1 ON 1 REP YOUR STYLE - title + 7K cash..Venue - Gandhi Bhawan near polytechnic square, Bhopal, Madhya Pradesh..Stay tuned!!  ?",
Hip hop - Don�t stop 2.0,Dance,27,"Categories : 1) 1 on 1 Breaking - 300 2) 1 on 1 Hip hop -300 3) 2 on 2 Open Style - 500 Judges : 1) Hip Hop - TBA 2) Breaking - TBA 3) Open style - TBA Cash Prizes : 1) Breaking - [ Winner - 5,000 : Runner up - 2500] 2) Hip Hop - [ Winner - 5,000 : Runner up - 2,500] 3) Open style - [ Winners - 10,000 : Runners up -5000 ]",
Hip Hop Night- 11th Oct 2018,Dance,27,"Yo, Folks! Love rap, Hip-Hop? Love to show off your dance moves? Then, you gotta be there at Big Pitcher�s Hip Hop Nights this Thursday to catch the awesome excitement. Remember, our DJ�s gonna pump up the beats real loud to get you into a frenzy on the dance floor! Of course, get some of the finest craft beers from our own microbrewery and catch a bite of Bangalore�s best pub grub! Performer - DJ Zink from Bangalore plays Hip Hop Music Date - 11th Oct 2018 Venue - Club Kahuna at Big Pitcher For RSVP:- Call 080-45530000 OR Rahul:- 9008176000 or click on the button below for reservations",
